ファイル名,ID,名前,クラス,種類,コスト,攻撃,体力,効果,フレーバー,プロンプト
"D019.png","D019","森の目覚め","森の民","スペル",5,,,"妖精(1/1)を3体出す。その後、自分のフォロワー全てを+1/+1する。","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「森の目覚め」。キャラクターではなく魔法・現象そのものを描く(効果の一瞬を切り取る)。世界観: 森の民と自然の精霊。深い緑、木漏れ日、苔と花、生命力に満ちた雰囲気。カード効果のヒント: 妖精(1/1)を3体出す。その後、自分のフォロワー全てを+1/+1する。。"
"D010.png","D010","巨大熊","森の民","フォロワー",6,6,6,"突進","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「巨大熊」。キャラクターの上半身〜全身のポートレート。世界観: 森の民と自然の精霊。深い緑、木漏れ日、苔と花、生命力に満ちた雰囲気。カード効果のヒント: 突進。"
"D012.png","D012","森の女王","森の民","フォロワー",7,5,5,"ファンファーレ: 自分のフォロワー全てを+2/+2する。","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「森の女王」。キャラクターの上半身〜全身のポートレート。世界観: 森の民と自然の精霊。深い緑、木漏れ日、苔と花、生命力に満ちた雰囲気。カード効果のヒント: ファンファーレ: 自分のフォロワー全てを+2/+2する。。"
"D011.png","D011","世界樹の化身","森の民","フォロワー",8,8,8,"ファンファーレ: 自分のリーダーを5回復。","根は大地を抱き、枝は空を支える。","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「世界樹の化身」。キャラクターの上半身〜全身のポートレート。世界観: 森の民と自然の精霊。深い緑、木漏れ日、苔と花、生命力に満ちた雰囲気。カード効果のヒント: ファンファーレ: 自分のリーダーを5回復。。フレーバー: 根は大地を抱き、枝は空を支える。。"
"G001.png","G001","竜の卵","竜族","フォロワー",1,0,3,"ラストワード: 子竜(2/2)を1体出す。","割れるまでは、ただの石。","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「竜の卵」。キャラクターの上半身〜全身のポートレート。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: ラストワード: 子竜(2/2)を1体出す。。フレーバー: 割れるまでは、ただの石。。"
"G002.png","G002","竜人の斥候","竜族","フォロワー",2,2,1,"突進","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「竜人の斥候」。キャラクターの上半身〜全身のポートレート。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: 突進。"
"G003.png","G003","竜の巫女","竜族","フォロワー",2,1,3,"ファンファーレ: 最大PPを+1する。","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「竜の巫女」。キャラクターの上半身〜全身のポートレート。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: ファンファーレ: 最大PPを+1する。。"
"G004.png","G004","竜人の戦士","竜族","フォロワー",3,3,3,"","竜の血を引く者は、恐れを知らない。","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「竜人の戦士」。キャラクターの上半身〜全身のポートレート。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。フレーバー: 竜の血を引く者は、恐れを知らない。。"
"G005.png","G005","火竜の子","竜族","フォロワー",3,2,2,"ファンファーレ: 相手のフォロワー全てに1ダメージ。","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「火竜の子」。キャラクターの上半身〜全身のポートレート。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: ファンファーレ: 相手のフォロワー全てに1ダメージ。。"
"G013.png","G013","卵の守り手","竜族","フォロワー",3,2,3,"ファンファーレ: 竜の卵(0/3)を1体出す。","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「卵の守り手」。キャラクターの上半身〜全身のポートレート。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: ファンファーレ: 竜の卵(0/3)を1体出す。。"
"G015.png","G015","竜の息吹","竜族","スペル",3,,,"相手のフォロワー全てに2ダメージ。","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「竜の息吹」。キャラクターではなく魔法・現象そのものを描く(効果の一瞬を切り取る)。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: 相手のフォロワー全てに2ダメージ。。"
"G017.png","G017","竜の財宝","竜族","スペル",3,,,"最大PPを+1する。カードを1枚引く。","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「竜の財宝」。キャラクターではなく魔法・現象そのものを描く(効果の一瞬を切り取る)。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: 最大PPを+1する。カードを1枚引く。。"
"G018.png","G018","孵化","竜族","スペル",3,,,"子竜(2/2)を2体出す。","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「孵化」。キャラクターではなく魔法・現象そのものを描く(効果の一瞬を切り取る)。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: 子竜(2/2)を2体出す。。"
"G020.png","G020","竜の巣","竜族","アミュレット",3,,,"カウントダウン 3 ラストワード: 子竜(2/2)を2体出す。","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「竜の巣」。人物ではなく、魔法の道具・祭壇・建造物を描く。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: カウントダウン 3 ラストワード: 子竜(2/2)を2体出す。。"
"G006.png","G006","竜騎兵","竜族","フォロワー",4,3,4,"ファンファーレ: 相手のリーダーかフォロワー1体に2ダメージ。","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「竜騎兵」。キャラクターの上半身〜全身のポートレート。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: ファンファーレ: 相手のリーダーかフォロワー1体に2ダメージ。。"
"G014.png","G014","竜人の長","竜族","フォロワー",4,3,3,"ファンファーレ: 自分のフォロワー全てを+1/+0する。","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「竜人の長」。キャラクターの上半身〜全身のポートレート。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: ファンファーレ: 自分のフォロワー全てを+1/+0する。。"
"G016.png","G016","灼熱のブレス","竜族","スペル",4,,,"相手のリーダーかフォロワー1体に3ダメージ。その後、相手のフォロワー全てに1ダメージ。","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「灼熱のブレス」。キャラクターではなく魔法・現象そのものを描く(効果の一瞬を切り取る)。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: 相手のリーダーかフォロワー1体に3ダメージ。その後、相手のフォロワー全てに1ダメージ。。"
"G007.png","G007","疾風竜","竜族","フォロワー",5,4,3,"疾走","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「疾風竜」。キャラクターの上半身〜全身のポートレート。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: 疾走。"
"G008.png","G008","岩竜","竜族","フォロワー",5,3,7,"守護","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「岩竜」。キャラクターの上半身〜全身のポートレート。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: 守護。"
"G009.png","G009","雷竜","竜族","フォロワー",6,5,5,"ファンファーレ: 相手のフォロワー1体に3ダメージ。","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「雷竜」。キャラクターの上半身〜全身のポートレート。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: ファンファーレ: 相手のフォロワー1体に3ダメージ。。"
"G010.png","G010","炎竜","竜族","フォロワー",7,6,6,"ファンファーレ: 相手のフォロワー全てに2ダメージ。","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「炎竜」。キャラクターの上半身〜全身のポートレート。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: ファンファーレ: 相手のフォロワー全てに2ダメージ。。"
"G019.png","G019","竜の裁き","竜族","スペル",7,,,"相手のフォロワー1体を破壊する。相手のリーダーに3ダメージ。","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「竜の裁き」。キャラクターではなく魔法・現象そのものを描く(効果の一瞬を切り取る)。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: 相手のフォロワー1体を破壊する。相手のリーダーに3ダメージ。。"
"G011.png","G011","古竜","竜族","フォロワー",8,7,7,"疾走","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「古竜」。キャラクターの上半身〜全身のポートレート。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: 疾走。"
"G012.png","G012","竜王","竜族","フォロワー",9,8,8,"疾走 ファンファーレ: 相手のフォロワー全てに3ダメージ。","空が翳るとき、王が来る。","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「竜王」。キャラクターの上半身〜全身のポートレート。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。カード効果のヒント: 疾走 ファンファーレ: 相手のフォロワー全てに3ダメージ。。フレーバー: 空が翳るとき、王が来る。。"
"T001.png","T001","狼","ニュートラル","トークン",2,2,2,"","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「狼」。小型のキャラクター、シンプルで分かりやすい姿。世界観: 中世ファンタジーの旅人や村人。落ち着いた土の色、素朴で温かい雰囲気。"
"T002.png","T002","兵士","騎士","トークン",1,1,1,"","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「兵士」。小型のキャラクター、シンプルで分かりやすい姿。世界観: 王国の騎士団。銀の鎧、青と金の紋章、城と旗、気高く堂々とした雰囲気。"
"T003.png","T003","火の精霊","魔導","トークン",1,1,1,"突進","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「火の精霊」。小型のキャラクター、シンプルで分かりやすい姿。世界観: 魔法学院の魔導師。紫のローブ、光る魔法陣、炎と氷の魔法、神秘的な雰囲気。カード効果のヒント: 突進。"
"T004.png","T004","骸骨","死霊術師","トークン",1,1,1,"","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「骸骨」。小型のキャラクター、シンプルで分かりやすい姿。世界観: 死霊術師と不死者。骨と墓石、暗い緑と黒、不気味な光、荒涼とした雰囲気。"
"T005.png","T005","ゾンビ","死霊術師","トークン",2,2,2,"","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「ゾンビ」。小型のキャラクター、シンプルで分かりやすい姿。世界観: 死霊術師と不死者。骨と墓石、暗い緑と黒、不気味な光、荒涼とした雰囲気。"
"T006.png","T006","妖精","森の民","トークン",1,1,1,"","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「妖精」。小型のキャラクター、シンプルで分かりやすい姿。世界観: 森の民と自然の精霊。深い緑、木漏れ日、苔と花、生命力に満ちた雰囲気。"
"T007.png","T007","子竜","竜族","トークン",2,2,2,"","","ファンタジーカードゲームのカードイラスト。デジタルペインティング、縦長 2:3。被写体(顔・主役)は画像の上半分〜中央に大きく配置し、下 1/3 は主役を置かず背景のみにする(カード上ではその部分にテキストが重なる)。ドラマチックな光。文字・枠・ロゴ・UI は描かない。題材:「子竜」。小型のキャラクター、シンプルで分かりやすい姿。世界観: 竜と竜人。赤と橙の鱗、火山と溶岩、火の粉、圧倒的な迫力。"
